topic_id,query,facet_id,facet,question_id,question,image1,image2,image3
15,espn sports,F0195,I'm looking for information on NASCAR races.,Q01815,do you want information about espn sports personalities,15_Q01815_77_1.jpg,15_Q01815_77_2.jpg,15_Q01815_77_3.jpg
278,mister rogers,F0684,"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0687,Find quotes from Mister Rogers.,Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0688,Find Mister Rogers videos.,Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0685,Find biographical information for Fred Rogers.,Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0686,What characters inhabited Mister Rogers' Neighborhood?,Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0689,"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
278,mister rogers,F0690,Find information about Mister Rogers' Purple Panda.,Q03713,would you like to know where you can watch the tv show mister rogers,278_Q03713_78_1.jpg,278_Q03713_78_2.jpg,278_Q03713_78_3.jpg
256,patron saint of mental illness,F0609,Who is the patron saint of mental illness?,Q02016,do you want to know all of the patron saints,256_Q02016_79_1.jpg,256_Q02016_79_2.jpg,256_Q02016_79_3.jpg
288,fidel castro,F0720,Find information on the health of Fidel Castro.,Q01322,are you seeking information about the former prime minister of cuba,288_Q01322_82_1.jpg,288_Q01322_82_2.jpg,288_Q01322_82_3.jpg
288,fidel castro,F0718,Find biographical information about Fidel Castro.,Q01322,are you seeking information about the former prime minister of cuba,288_Q01322_82_1.jpg,288_Q01322_82_2.jpg,288_Q01322_82_3.jpg
288,fidel castro,F0717,Find quotes from Fidel Castro.,Q01322,are you seeking information about the former prime minister of cuba,288_Q01322_82_1.jpg,288_Q01322_82_2.jpg,288_Q01322_82_3.jpg
288,fidel castro,F0721,Who are Fidel Castro's family members?,Q01322,are you seeking information about the former prime minister of cuba,288_Q01322_82_1.jpg,288_Q01322_82_2.jpg,288_Q01322_82_3.jpg
288,fidel castro,F0719,What is the relationship between Ozzie Guillen and Fidel Castro?,Q01322,are you seeking information about the former prime minister of cuba,288_Q01322_82_1.jpg,288_Q01322_82_2.jpg,288_Q01322_82_3.jpg
251,identifying spider bites,F0591,Find data on how to identify spider bites.,Q03801,would you like to see a chart to help you identify spider bites,251_Q03801_84_1.jpg,251_Q03801_84_2.jpg,251_Q03801_84_3.jpg
206,wind power,F0436,Find pictures of wind turbines used for wind power.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0434,Find information on residential (home) wind power.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0432,Find information on wind power in the USA.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0431,What are the pros and cons of using wind power.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0433,Find information on wind power companies.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0435,Find information on how wind turbines work.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
206,wind power,F0437,Find pictures of a wind farm.,Q00335,are you interested in news articles on wind power,206_Q00335_85_1.jpg,206_Q00335_85_2.jpg,206_Q00335_85_3.jpg
109,mayo clinic jacksonville fl,F0042,"Find the contact information for the Mayo Clinic in Jacksonville, FL.",Q00961,are you looking for outpatient services in mayo clinic,109_Q00961_86_1.jpg,109_Q00961_86_2.jpg,109_Q00961_86_3.jpg
109,mayo clinic jacksonville fl,F0043,"Housing information for outpatients of the Mayo Clinic in Jacksonville, FL.",Q00961,are you looking for outpatient services in mayo clinic,109_Q00961_86_1.jpg,109_Q00961_86_2.jpg,109_Q00961_86_3.jpg
109,mayo clinic jacksonville fl,F0040,"What medical services are available at the Mayo Clinic in Jacksonville, FL?",Q00961,are you looking for outpatient services in mayo clinic,109_Q00961_86_1.jpg,109_Q00961_86_2.jpg,109_Q00961_86_3.jpg
109,mayo clinic jacksonville fl,F0041,"How does one request an appointment at the Mayo Clinic in Jacksonville, Florida?",Q00961,are you looking for outpatient services in mayo clinic,109_Q00961_86_1.jpg,109_Q00961_86_2.jpg,109_Q00961_86_3.jpg
273,wilson's disease,F0670,Is there a genetic basis to Wilson's disease?,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
273,wilson's disease,F0666,What are the symptoms of Wilson's disease?,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
273,wilson's disease,F0669,Find pictures of the Kayser-Fleischer ring that is a sign of Wilson's disease.,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
273,wilson's disease,F0665,Find Wilson (Wilson's) Disease Association web site.,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
273,wilson's disease,F0668,What diet should a person with Wilson's disease follow?,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
273,wilson's disease,F0667,What is the relationship between Wilson's disease and zinc?,Q01096,are you looking for the symptoms of this disease,273_Q01096_87_1.jpg,273_Q01096_87_2.jpg,273_Q01096_87_3.jpg
258,hip roof,F0615,Find information on hip roof trusses.,Q02186,do you want to know the common features of hip roofs,258_Q02186_88_1.jpg,258_Q02186_88_2.jpg,258_Q02186_88_3.jpg
258,hip roof,F0614,Find pictures of a hip roof.,Q02186,do you want to know the common features of hip roofs,258_Q02186_88_1.jpg,258_Q02186_88_2.jpg,258_Q02186_88_3.jpg
258,hip roof,F0617,What are the advantages and disadvantages of a hip roof over other roof types?,Q02186,do you want to know the common features of hip roofs,258_Q02186_88_1.jpg,258_Q02186_88_2.jpg,258_Q02186_88_3.jpg
258,hip roof,F0616,I'm looking for engineering drawings of a hip roof.,Q02186,do you want to know the common features of hip roofs,258_Q02186_88_1.jpg,258_Q02186_88_2.jpg,258_Q02186_88_3.jpg
227,i will survive lyrics,F0524,"""Find the lyrics to the song """"I Will Survive"""".""",Q02360,do you want to know who sings i will survive,227_Q02360_89_1.jpg,227_Q02360_89_2.jpg,227_Q02360_89_3.jpg
10,cheap internet,F0009,Is there a way to get internet access without phone service?,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
10,cheap internet,F0006,Who can provide inexpensive digital cable television bundled with internet service?,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
10,cheap internet,F0004,What are some low-cost broadband internet providers?,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
10,cheap internet,F0005,Do any internet providers still sell dial-up?,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
10,cheap internet,F0007,Find me some providers of free wireless internet access.,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
10,cheap internet,F0008,I want to find cheap DSL providers.,Q01460,are you wondering which provider has the cheapest internet,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg
293,educational advantages of social networking sites,F0746,What are the educational benefits of social networking sites?,Q01229,are you referring to facebook instagram linkedin or twitter regarding educational advantages,293_Q01229_92_1.jpg,293_Q01229_92_2.jpg,293_Q01229_92_3.jpg
230,world's biggest dog ,F0531,What is the world's biggest dog?,Q02347,do you want to know which dogs have won the guinness world record title of tallest dog,230_Q02347_93_1.jpg,230_Q02347_93_2.jpg,230_Q02347_93_3.jpg
194,designer dog breeds,F0387,What breeds of small or toy dog hybrids are there?,Q03885,would you like to see some pictures of designer dog breeds,194_Q03885_94_1.jpg,194_Q03885_94_2.jpg,194_Q03885_94_3.jpg
194,designer dog breeds,F0388,Find puppies of designer dog breeds for sale.,Q03885,would you like to see some pictures of designer dog breeds,194_Q03885_94_1.jpg,194_Q03885_94_2.jpg,194_Q03885_94_3.jpg
194,designer dog breeds,F0389,Find pictures of various designer dog breeds.,Q03885,would you like to see some pictures of designer dog breeds,194_Q03885_94_1.jpg,194_Q03885_94_2.jpg,194_Q03885_94_3.jpg
189,gs pay rate,F0370,Find the General Schedule pay tables.,Q00871,are you looking for information about any specific federal agencies,189_Q00871_95_1.jpg,189_Q00871_95_2.jpg,189_Q00871_95_3.jpg
189,gs pay rate,F0371,Does the Federal Wage System affect the General Schedule?,Q00871,are you looking for information about any specific federal agencies,189_Q00871_95_1.jpg,189_Q00871_95_2.jpg,189_Q00871_95_3.jpg
189,gs pay rate,F0372,Do all US federal government agencies use the General Schedule pay tables?,Q00871,are you looking for information about any specific federal agencies,189_Q00871_95_1.jpg,189_Q00871_95_2.jpg,189_Q00871_95_3.jpg
161,furniture for small spaces,F0249,What is the effect of mirrored surfaces in small spaces?,Q01642,do you need information about furniture arrangement,161_Q01642_96_1.jpg,161_Q01642_96_2.jpg,161_Q01642_96_3.jpg
161,furniture for small spaces,F0250,How does furniture arrangement create an illusion of more space?,Q01642,do you need information about furniture arrangement,161_Q01642_96_1.jpg,161_Q01642_96_2.jpg,161_Q01642_96_3.jpg
161,furniture for small spaces,F0251,How important is the scale of furniture in small spaces?,Q01642,do you need information about furniture arrangement,161_Q01642_96_1.jpg,161_Q01642_96_2.jpg,161_Q01642_96_3.jpg
161,furniture for small spaces,F0248,What are some small space decorating dos and don'ts?,Q01642,do you need information about furniture arrangement,161_Q01642_96_1.jpg,161_Q01642_96_2.jpg,161_Q01642_96_3.jpg
235,ham radio,F0542,How do you build a ham radio station?,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
235,ham radio,F0541,What are the ham radio license classes?,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
235,ham radio,F0543,Find information on ham radio antennas.,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
235,ham radio,F0544,What are the ham radio call signs?,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
235,ham radio,F0545,Find the web site of Ham Radio Outlet.,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
235,ham radio,F0540,How do you get a ham radio license?,Q02682,want to know which antennas ham radios use,235_Q02682_97_1.jpg,235_Q02682_97_2.jpg,235_Q02682_97_3.jpg
220,nba records ,F0505,Who holds the NBA career scoring record?,Q02604,is there a specific time period of nba records you are looking for,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg
220,nba records ,F0506,What NBA records does Michael Jordan hold?,Q02604,is there a specific time period of nba records you are looking for,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg
220,nba records ,F0504,Who holds the NBA record for most assists?,Q02604,is there a specific time period of nba records you are looking for,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg
220,nba records ,F0502,Who are the NBA all-time record holders?,Q02604,is there a specific time period of nba records you are looking for,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg
220,nba records ,F0503,Get details on NBA single game records.,Q02604,is there a specific time period of nba records you are looking for,220_Q02604_98_1.jpg,220_Q02604_98_2.jpg,220_Q02604_98_3.jpg
43,the secret garden,F0828,I'm looking for biographical notes about Frances Hodgson Burnett.,Q00623,are you looking for a garden in you area,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg
43,the secret garden,F0827,Find reviews of the various TV and movie adaptations of The Secret Garden.,Q00623,are you looking for a garden in you area,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg
43,the secret garden,F0829,Find information about the Broadway musical The Secret Garden.,Q00623,are you looking for a garden in you area,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg
43,the secret garden,F0826,Find reviews of the book The Secret Garden.,Q00623,are you looking for a garden in you area,43_Q00623_99_1.jpg,43_Q00623_99_2.jpg,43_Q00623_99_3.jpg
151,403b,F0203,What are the rules for a 403b retirement plan?,Q03831,would you like to see alternative retirement accounts,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg
151,403b,F0202,Who is eligible for a 403b plan?,Q03831,would you like to see alternative retirement accounts,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg
151,403b,F0201,What is a 403b plan?,Q03831,would you like to see alternative retirement accounts,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg
151,403b,F0205,What are the withdrawal limitations for a 403b retirement plan?,Q03831,would you like to see alternative retirement accounts,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg
151,403b,F0204,What is the difference between 401k and 403b retirement plans?,Q03831,would you like to see alternative retirement accounts,151_Q03831_100_1.jpg,151_Q03831_100_2.jpg,151_Q03831_100_3.jpg
77,bobcat,F0972,Find information about wild bobcats.,Q00065,are you in interested in the animal or the manufacturing company,77_Q00065_101_1.jpg,77_Q00065_101_2.jpg,77_Q00065_101_3.jpg
77,bobcat,F0974,Find the homepage of the Bobcat company.,Q00065,are you in interested in the animal or the manufacturing company,77_Q00065_101_1.jpg,77_Q00065_101_2.jpg,77_Q00065_101_3.jpg
77,bobcat,F0973,Find attachments for bobcat tractors.,Q00065,are you in interested in the animal or the manufacturing company,77_Q00065_101_1.jpg,77_Q00065_101_2.jpg,77_Q00065_101_3.jpg
77,bobcat,F0971,Find dealers that sell or rent Bobcat tractors and construction equipment.,Q00065,are you in interested in the animal or the manufacturing company,77_Q00065_101_1.jpg,77_Q00065_101_2.jpg,77_Q00065_101_3.jpg
10,cheap internet,F0009,Is there a way to get internet access without phone service?,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
10,cheap internet,F0006,Who can provide inexpensive digital cable television bundled with internet service?,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
10,cheap internet,F0004,What are some low-cost broadband internet providers?,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
10,cheap internet,F0005,Do any internet providers still sell dial-up?,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
10,cheap internet,F0007,Find me some providers of free wireless internet access.,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
10,cheap internet,F0008,I want to find cheap DSL providers.,Q00734,are you looking for any bundles or deals,10_Q00734_102_1.jpg,10_Q00734_102_2.jpg,10_Q00734_102_3.jpg
75,tornadoes,F0966,Find information about forecasting tornadoes.,Q00516,are you interested in tornado disasters,75_Q00516_104_1.jpg,75_Q00516_104_2.jpg,75_Q00516_104_3.jpg
75,tornadoes,F0963,"Find information about tornadoes, what causes them, and where they occur.",Q00516,are you interested in tornado disasters,75_Q00516_104_1.jpg,75_Q00516_104_2.jpg,75_Q00516_104_3.jpg
75,tornadoes,F0964,Find videos and pictures of tornadoes.,Q00516,are you interested in tornado disasters,75_Q00516_104_1.jpg,75_Q00516_104_2.jpg,75_Q00516_104_3.jpg
75,tornadoes,F0965,What were the deadliest tornadoes in history?,Q00516,are you interested in tornado disasters,75_Q00516_104_1.jpg,75_Q00516_104_2.jpg,75_Q00516_104_3.jpg
129,iowa food stamp program,F0117,Find general information about Iowa's food stamps program.,Q00987,are you looking for requirements to become a food assistance,129_Q00987_105_1.jpg,129_Q00987_105_2.jpg,129_Q00987_105_3.jpg
129,iowa food stamp program,F0120,Find statistics for the food stamp program in Iowa.,Q00987,are you looking for requirements to become a food assistance,129_Q00987_105_1.jpg,129_Q00987_105_2.jpg,129_Q00987_105_3.jpg
129,iowa food stamp program,F0119,Find the homepage for Iowa's Food Assistance Program?,Q00987,are you looking for requirements to become a food assistance,129_Q00987_105_1.jpg,129_Q00987_105_2.jpg,129_Q00987_105_3.jpg
129,iowa food stamp program,F0118,How do I apply for Iowa's Food Assistance (food stamps) Program?,Q00987,are you looking for requirements to become a food assistance,129_Q00987_105_1.jpg,129_Q00987_105_2.jpg,129_Q00987_105_3.jpg
55,iron,F0884,Find dealers in irons for clothing.,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
55,iron,F0879,Find information about iron as an essential nutrient.,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
55,iron,F0880,What foods contain iron?,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
55,iron,F0883,Find information about iron deficiencies.,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
55,iron,F0881,Find sites where I can buy iron supplements.,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
55,iron,F0882,Find information about the element iron (Fe).,Q03513,would you like to know irons atomic number or mass,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg
89,ocd,F1023,What medications are used for treating OCD?,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
89,ocd,F1024,Find personal stories about living with OCD.,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
89,ocd,F1022,What are the symptoms of obsessive-compulsive disorder?,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
89,ocd,F1026,Find strategies for parents of children with OCD.,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
89,ocd,F1025,Find information about OCD in children and how to identify it.,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
89,ocd,F1021,Find basic background information on obsessive-compulsive disorder (OCD).,Q00703,are you looking for a test to check for ocd,89_Q00703_107_1.jpg,89_Q00703_107_2.jpg,89_Q00703_107_3.jpg
257,holes by louis sachar,F0612,"""Find reviews of the movie """"Holes"""".""",Q03566,would you like to know other books written by louis sachar,257_Q03566_108_1.jpg,257_Q03566_108_2.jpg,257_Q03566_108_3.jpg
257,holes by louis sachar,F0611,"""Find lesson plans or classroom activities related to """"Holes"""" by Louis Sachar.""",Q03566,would you like to know other books written by louis sachar,257_Q03566_108_1.jpg,257_Q03566_108_2.jpg,257_Q03566_108_3.jpg
257,holes by louis sachar,F0613,"""Who are the characters in the book """"Holes"""" by Louis Sachar?""",Q03566,would you like to know other books written by louis sachar,257_Q03566_108_1.jpg,257_Q03566_108_2.jpg,257_Q03566_108_3.jpg
257,holes by louis sachar,F0610,"""Find summaries of """"Holes"""" by Louis Sachar.""",Q03566,would you like to know other books written by louis sachar,257_Q03566_108_1.jpg,257_Q03566_108_2.jpg,257_Q03566_108_3.jpg
297,altitude sickness,F0757,In which cities is high altitude sickness more likely to occur?,Q01727,do you need to know what causes it,297_Q01727_109_1.jpg,297_Q01727_109_2.jpg,297_Q01727_109_3.jpg
297,altitude sickness,F0755,What is altitude sickness?,Q01727,do you need to know what causes it,297_Q01727_109_1.jpg,297_Q01727_109_2.jpg,297_Q01727_109_3.jpg
297,altitude sickness,F0756,What are the treatments for altitude sickness?,Q01727,do you need to know what causes it,297_Q01727_109_1.jpg,297_Q01727_109_2.jpg,297_Q01727_109_3.jpg
297,altitude sickness,F0754,How can one prevent altitude sickness?,Q01727,do you need to know what causes it,297_Q01727_109_1.jpg,297_Q01727_109_2.jpg,297_Q01727_109_3.jpg
47,indexed annuity,F0841,What is an indexed annuity? What are their advantages and disadvantages? What kinds of indexed annuities are there?,Q02113,do you want to know if an indexed annuity a good investment,47_Q02113_110_1.jpg,47_Q02113_110_2.jpg,47_Q02113_110_3.jpg
47,indexed annuity,F0842,Where can I buy an indexed annuity? What investment companies offer them?,Q02113,do you want to know if an indexed annuity a good investment,47_Q02113_110_1.jpg,47_Q02113_110_2.jpg,47_Q02113_110_3.jpg
294,flowering plants,F0748,What is the definition of a flowering plant?,Q00250,are you interested in insolation,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg
294,flowering plants,F0747,What are the names of some flowering plants?,Q00250,are you interested in insolation,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg
294,flowering plants,F0749,Which flowering plants do well in the shade?,Q00250,are you interested in insolation,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg
294,flowering plants,F0751,Find pictures of flowering plants.,Q00250,are you interested in insolation,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg
294,flowering plants,F0750,When did flowering plants first appear?,Q00250,are you interested in insolation,294_Q00250_111_1.jpg,294_Q00250_111_2.jpg,294_Q00250_111_3.jpg
158,septic system design,F0231,What maintenance does a septic system require?,Q00096,are you interested in a pressure distributon design 2 feet of absorbant soil,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg
158,septic system design,F0230,What alternatives are there for the design of a septic system?,Q00096,are you interested in a pressure distributon design 2 feet of absorbant soil,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg
158,septic system design,F0229,How does a septic system work?,Q00096,are you interested in a pressure distributon design 2 feet of absorbant soil,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg
158,septic system design,F0232,I need a septic system contractor.,Q00096,are you interested in a pressure distributon design 2 feet of absorbant soil,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg
232,hurricane Irene flooding in manville nj,F0533,"How has the flooding that resulted from hurricane Irene affected Manville, NJ?",Q02256,do you want to know the timeline of flooding in manville nj because of hurricane irene,232_Q02256_114_1.jpg,232_Q02256_114_2.jpg,232_Q02256_114_3.jpg
16,arizona game and fish,F0241,I'd like to find guides and outfitters for hunting trips in Arizona.,Q00986,are you looking for regulations related to your search,16_Q00986_117_1.jpg,16_Q00986_117_2.jpg,16_Q00986_117_3.jpg
16,arizona game and fish,F0240,I'm looking for the Arizona Fishing Report site.,Q00986,are you looking for regulations related to your search,16_Q00986_117_1.jpg,16_Q00986_117_2.jpg,16_Q00986_117_3.jpg
16,arizona game and fish,F0239,What are the regulations for hunting and fishing in Arizona?,Q00986,are you looking for regulations related to your search,16_Q00986_117_1.jpg,16_Q00986_117_2.jpg,16_Q00986_117_3.jpg
16,arizona game and fish,F0238,Take me to the Arizona Game and Fish Department homepage.,Q00986,are you looking for regulations related to your search,16_Q00986_117_1.jpg,16_Q00986_117_2.jpg,16_Q00986_117_3.jpg
233,hair dye,F0536,Where can I find organic or chemical free hair dye products?,Q01784,do you want a specific brand,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg
233,hair dye,F0534,What commercial hair dyes are available?,Q01784,do you want a specific brand,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg
233,hair dye,F0537,What hair dye options should be considered during pregnancy?,Q01784,do you want a specific brand,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg
233,hair dye,F0535,Find information on making homemade hair dye products.,Q01784,do you want a specific brand,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg
233,hair dye,F0538,Find reviews of hair dye removers.,Q01784,do you want a specific brand,233_Q01784_118_1.jpg,233_Q01784_118_2.jpg,233_Q01784_118_3.jpg
63,flushing,F0913,"Find information about Flushing, a neighborhood in New York City.",Q03369,would you like to know about blushing,63_Q03369_119_1.jpg,63_Q03369_119_2.jpg,63_Q03369_119_3.jpg
63,flushing,F0916,"Find a street map of Flushing, NY.",Q03369,would you like to know about blushing,63_Q03369_119_1.jpg,63_Q03369_119_2.jpg,63_Q03369_119_3.jpg
63,flushing,F0915,Why do people blush? What is blushing?,Q03369,would you like to know about blushing,63_Q03369_119_1.jpg,63_Q03369_119_2.jpg,63_Q03369_119_3.jpg
63,flushing,F0914,Find information about causes of excessive facial flushing.,Q03369,would you like to know about blushing,63_Q03369_119_1.jpg,63_Q03369_119_2.jpg,63_Q03369_119_3.jpg
194,designer dog breeds,F0387,What breeds of small or toy dog hybrids are there?,Q02261,do you want to know unusual designer dog breeds,194_Q02261_121_1.jpg,194_Q02261_121_2.jpg,194_Q02261_121_3.jpg
194,designer dog breeds,F0388,Find puppies of designer dog breeds for sale.,Q02261,do you want to know unusual designer dog breeds,194_Q02261_121_1.jpg,194_Q02261_121_2.jpg,194_Q02261_121_3.jpg
194,designer dog breeds,F0389,Find pictures of various designer dog breeds.,Q02261,do you want to know unusual designer dog breeds,194_Q02261_121_1.jpg,194_Q02261_121_2.jpg,194_Q02261_121_3.jpg
82,joints,F0995,Find information about joints in the human body.,Q00056,are you experiencing joint issues,82_Q00056_122_1.jpg,82_Q00056_122_2.jpg,82_Q00056_122_3.jpg
82,joints,F0996,Find an explanation of the different types of joints used in woodworking.,Q00056,are you experiencing joint issues,82_Q00056_122_1.jpg,82_Q00056_122_2.jpg,82_Q00056_122_3.jpg
82,joints,F0997,Find information about joint pain and how to treat it.,Q00056,are you experiencing joint issues,82_Q00056_122_1.jpg,82_Q00056_122_2.jpg,82_Q00056_122_3.jpg
16,arizona game and fish,F0241,I'd like to find guides and outfitters for hunting trips in Arizona.,Q01818,do you want information about the arizona game and fish department,16_Q01818_123_1.jpg,16_Q01818_123_2.jpg,16_Q01818_123_3.jpg
16,arizona game and fish,F0240,I'm looking for the Arizona Fishing Report site.,Q01818,do you want information about the arizona game and fish department,16_Q01818_123_1.jpg,16_Q01818_123_2.jpg,16_Q01818_123_3.jpg
